id,name,ingredients,time,description,calories,protein,fat,sugar,sodium,carbs,meat_ingredients,is_vegetarian
771,5 can chicken enchiladas,"canned chicken, diced green chilies, enchilada sauce, refried beans, tortillas, cheese, sour cream",27,"preheat oven to 375 degrees in a bowl , mix the chicken , beans , chiles and 1 / 2 can of enchilada sauce spoon a dollop of this mixture in the center 1 / 3rd of a tortilla , roll up and place seam side down in greased / pam'd rectangle casserole dish repeat until your pan is full of rolled up enchiladas , or you run out of filling pour the remaining enchilada sauce over the enchiladas sprinkle with cheese , if you want bake for 20 minutes and serve hot makes 6-8 enchiladas , depending how much you stuff them great when eaten with cold sour cream !",858.1,96,33,88,199,38,chicken,0
772,5 can chicken tortilla soup,"corn, black beans, diced tomatoes with green chilies, chicken broth, cooked chicken, shredded cheddar cheese, corn tortilla strips",20,"throw all ingredients into a pot , heat , and serve ! sour cream , salsa , green onion , and hot sauce are also great toppings i was told canned chicken may be substituted for fresh chicken , although i have not tried it that way before you may use chicken boullion cubes and water instead of chicken broth",641.6,95,16,32,83,32,chicken,0
773,5 can mexican soup   3 ww points,"mexican-style tomatoes, mexican-style corn, fat free vegetable soup, green chilies, black beans",6,mix all together in soup pot warm on medium high heat serve with tortilla chips and sour cream,136.7,15,1,3,16,9,,1
774,5 can ww soup,"new potatoes, carrots, zucchini with italian-style tomato sauce, diced tomatoes with basil oregano and garlic, fat free chicken broth",31,"put all the above ingredients into crockpot leave on low for 4 hours or more or you can put all ingredients in one pot on stove and bring to a slight boil , then reduce heat to simmer and cook for about 15 to 20 minute i prefer the crockpot , so the flavors simmer , and i can eat this for a snack when i am waiting for my next meal , and feel very hungry",104.5,6,0,15,24,7,chicken,0
775,5 cans and a jar soup,"chicken stock, mild salsa, black beans, kidney bean, corn, hot sauce, lime juice",10,mix and heat eat hot or cold,97.0,12,2,12,15,4,chicken,0
776,5 cheese grilled cheese,"sourdough bread, butter, parmesan cheese, swiss cheese, provolone cheese, mozzarella cheese, cheddar cheese",20,spread whipped butter on sourdough bread pat the butter side in the grated parmesan cheese place both bread pieces in a skillet or on a griddle put 1 slice of swiss and provolone on 1 slice of bread and 1 slice of mozzarella and cheddar on the other cook until parmesan it toasted place sandwich slices together and enjoy !,1123.2,117,102,6,96,23,,1
777,5 cup ambrosia,"mandarin oranges, pineapple chunks, coconut, miniature marshmallow, sour cream, maraschino cherries",10,"put all ingredients into bowl stir gently , until mixed turn into serving dish decorate with cherries",264.3,5,26,91,1,9,,1
778,5 cup ambrosia salad,"coconut, mandarin orange segments, crushed pineapple, sour cream, miniature marshmallow",10,combine all ingredients except marshmallows chill for several hours add marshmallows right before serving also good with chopped pecans added !,141.8,2,15,39,1,4,,1
779,5 cup pecan pie,"pecan halves, flour, unsalted butter, light brown sugar, light corn syrup, eggs, vanilla extract, pie shell",80,"preheat oven to 350f spread 1 / 2 cup of the pecans on a baking sheet and toast them in the oven for 8 to 10 minutes , until lightly browned and fragrant let cool completely place the roasted nuts in a food processor and process until smooth and buttery add the flour and pulse until incorporated scrape into a large bowl and set aside heat the butter in a small saucepan over medium-high heat until it starts to foam and turns a light brown remove from heat and set aside add the brown sugar , corn syrup , eggs , vanilla , and browned butter to the nut paste and stir until well blended fold in the remaining 5 cups pecans pour the filling into the pre-baked pie shell bake for 30 to 40 minutes , until the filling is slightly puffed and the crust is golden brown transfer to a rack to cool serve warm or at room temperature",996.7,22,117,158,7,26,,1
780,5 cup salad,"salad greens, coconut, mandarin orange segments, crushed pineapple, sour cream, miniature marshmallow",10,combine all ingredients except marshmallows chill add marshmallows right before serving also good with chopped pecans added !,253.2,7,26,63,2,8,,1
781,5 cup slice,"sultana, chocolate chips, unsalted dry roasted peanuts, desiccated coconut, condensed milk, dark chocolate",50,"preheat oven to 200c / 400f grease and line a 20 x 30 cm lamington / sponge roll tin with baking paper make sure the paper extends up and over the sides sprinkle the pan evenly with sultana , chocolate bits , peanuts and coconut drizzle the condensed milk over the top cover with a piece of greased foil and bake in the oven for 20 minutes reduce heat to 180c / 350f , remove the foil and bake for about 15 minutes until golden and firm remove from oven and cool completely in the pan drizzle with the melted chocolate and allow to set remove and slice to serve",112.0,4,9,43,0,4,,1
782,5 ingredient baked bean chili,"ground beef, baked beans, tomato juice, v8 vegetable juice, chili seasoning mix",30,"in a dutch oven , cook beef over medium heat until no longer pink drain stir in the remaining ingredients bring to a boil reduce heat simmer , uncovered for 10 minutes",186.6,24,9,41,22,7,beef,0
783,5 ingredient baked potato skins,"potatoes, cream cheese, bacon bits, cheddar cheese, red pepper flakes",23,"preheat oven to 400 cut potatoes into quarters lengthwise , scoop out center leaving 1 / 2 inch of flesh , reserve centers for another use combine cream cheese , cheddar , bacon bits and pepper flakes until blended , mixture should be thick press onto each skin bake for 15 minutes , switch to broil and toast tops for another 3 or until lightly browned cooking time may vary depending on if potatoes have been refrigerated for oamc , tightly wrap in plastic wrap or vacuum seal and freeze , these reheat in 5-7 minutes in a toaster oven , great for hungry teens and superbowl parties !",375.7,26,29,10,14,12,bacon,0
784,5 ingredient brownies,"cocoa powder, flour, butter, eggs, sugar",25,"melt the butter and mix in with the cocoa powder add flour to that mixture in a separate bowl , beat eggs with sugar combine the contents of the chocolaty bowl with the eggy bowl , mix and pour into greased 8x8 baking dish bake at 375 for 20 minutes - they'll look raw but will cool perfectly",111.4,3,6,50,1,5,,1
785,5 ingredient dump cake,"crushed pineapple, cherry pie filling, yellow cake mix, butter, pecans",65,"preheat oven to 350 degrees dump pineapples with juice and cherry pie filling into a 9 x 13 inch pan and smooth out sprinkle cake mix evenly over fruit next , sprinkle pecans over all drizzle butter over the top bake for an hour serve in pan",431.2,6,35,102,16,18,,1
786,5 ingredient grilled shrimp,"large shrimp, olive oil, dried oregano, garlic clove, lemon, juice of",9,"combine all ingredients except shrimp in a shallow bowl be sure to crush dried oregano in your fingers to release extra flavor mix well add shrimp , tossing to coat allow to stand 5 minutes thread on skewers grill 2-3 minutes per side until opaque watch closely ! enjoy with some lemon wedges on the side",486.9,92,47,1,14,1,shrimp,0
787,5 ingredient low fat tuna pot pie,"chunk tuna, reduced-fat cream of chicken soup, mixed vegetables, refrigerated reduced-fat buttermilk biscuits, herb salad dressing",45,"preheat oven to 375f in a bowl , mix the tuna , soup , vegetables , and seasoning dump all into a 1 1 / 2 quart casserole dish top with piece of biscuits bake for 40 minutes",207.5,51,3,14,28,6,"chicken, tuna",0
788,5 ingredient macaroni and cheese,"elbow macaroni, unsalted butter, unbleached white flour, low-fat milk, extra-sharp cheddar cheese",75,"preheat oven to 400f cook macaroni according to package directions until al dente drain melt 2 tbsp butter in sauce pan over medium heat stir in flour and cook 1 minute add milk cook 6 minutes or until thickened , stirring constantly remove from heat stir in 1 1 / 2 cups cheeses season with salt and pepper pour over noodles and combine transfer to a 9x13-inch baking dish sprinkle with remaining 3 / 4 cup cheese bake 45 minutes or until top is crisp and beginning to brown let stand 10 minutes before serving",352.9,33,25,19,11,11,,1
789,5 ingredient peanut butter fudge,"brown sugar, granulated sugar, milk, marshmallow cream, peanut butter",25,"put brown sugar , granulated sugar and milk into a large heavy saucepan stirring constantly , bring to a boil let boil 3 minutes , stirring to keep from sticking remove from heat , stir in marshmallow cream and peanut butter pour into buttered pan refrigerate",177.2,6,10,97,2,9,,1
790,5 ingredient salmon in a mustard   honey cream sauce,"salmon fillets, salt, pepper, heavy cream, honey, dijon mustard, fresh dill",18,"salmon -- first thing is to remove the salmon from the refrigerator so it can come to room temperature , or take the chill off i leave the skin on mine , or you or your seafood counter guy can remove the skin if you want i place a piece of foil on a baking sheet and spray with a non stick spray or you can spray with olive oil too place the fish on the foil and season well with salt and pepper sauce -- as the salmon is coming to room temp , start the sauce in a small sauce pan on medium high heat , add the cream , honey , and mustard and whisk well to combine everything bring it to a light boil and then reduce to medium low and simmer for approximately 7-10 minutes make sure to stir the sauce as it comes to a light boil and once the heat is turned down , stir a couple more times the cream will naturally reduce and thicken salmon -- as i mentioned , i like to broil this , but you can also bake the salmon or grill it use what method you feel most comfortable with i use the second shelf for broiling and the salmon will take anywhere from 8-15 minutes , depending on the thickness of the salmon serve -- add the fresh dill to the mustard sauce right before serving and drizzle over the salmon enjoy !",426.4,70,43,19,12,2,salmon,0
